DQN_idx,Episode,Score,Episode Steps
3,2500,-1205.7070707070707,207.67676767676767
3,2600,-1310.6565656565656,193.63636363636363
3,2700,-1285.7070707070707,216.56565656565655
3,2800,-1133.141414141414,205.31313131313132
3,2900,-1001.1919191919192,265.5353535353535
3,3000,-957.4242424242424,258.4848484848485
3,3100,-814.7373737373738,288.72727272727275
3,3200,-968.4949494949495,209.15151515151516
3,3300,-1076.6565656565656,230.54545454545453
3,3400,-875.5959595959596,229.63636363636363
3,3500,-1003.0,241.43434343434345
3,3600,-881.8181818181819,255.75757575757575
3,3700,-977.0,229.17171717171718
3,3800,-821.6060606060606,268.1212121212121
3,3900,-1057.7777777777778,175.05050505050505
3,4000,-1116.79797979798,204.82828282828282
3,4100,-852.6666666666666,216.2020202020202
3,4200,-928.1111111111111,274.22222222222223
3,4300,-607.0,319.979797979798
3,4400,-452.2020202020202,367.6060606060606
3,4500,-143.59595959595958,468.64646464646466
3,4600,-434.67676767676767,368.3131313131313
3,4700,185.8080808080808,537.5757575757576
3,4800,502.54545454545456,606.1919191919192
3,4900,-171.0909090909091,449.07070707070704
3,5000,958.2626262626262,727.6969696969697
3,5100,988.1717171717172,655.010101010101
3,5200,1176.5858585858587,825.6868686868687
3,5300,1736.1010101010102,919.959595959596
3,5400,3225.59595959596,1279.3030303030303
3,5500,4282.484848484848,1359.888888888889
3,5600,3549.8282828282827,1235.3232323232323
3,5700,4554.909090909091,1297.7171717171718
3,5800,3215.161616161616,1020.9494949494949
3,5900,3672.1111111111113,1258.090909090909
3,6000,3382.3535353535353,1028.1010101010102
3,6100,3104.7676767676767,955.0808080808081
3,6200,4830.555555555556,1354.5454545454545
3,6300,4042.373737373737,1173.888888888889
3,6400,3773.373737373737,1200.5656565656566
3,6500,3938.8282828282827,1156.2222222222222
3,6600,3725.3030303030305,1079.2929292929293
3,6700,3650.313131313131,1077.8181818181818
3,6800,3765.313131313131,1049.8383838383838
3,6900,3127.1717171717173,1035.20202020202
3,7000,3152.212121212121,1048.5959595959596
3,7100,4820.868686868687,1225.3939393939395
3,7200,3573.5252525252527,1058.4949494949494
3,7300,2613.717171717172,883.5555555555555
3,7400,2662.909090909091,859.2626262626262
3,7500,4963.121212121212,1249.5555555555557
3,7600,2980.868686868687,1002.4141414141415
3,7700,3425.656565656566,984.7979797979798
3,7800,3732.4545454545455,1070.2727272727273
3,7900,2313.010101010101,827.9494949494949
3,8000,2413.181818181818,877.2727272727273
3,8100,3997.5252525252527,1166.060606060606
3,8200,3693.848484848485,1074.5858585858587
3,8300,3521.4444444444443,992.1414141414141
3,8400,5326.171717171717,1416.858585858586
3,8500,5489.484848484848,1473.4444444444443
3,8600,4426.030303030303,1146.4949494949494
3,8700,4363.737373737374,1165.5555555555557
3,8800,3465.7070707070707,1037.7777777777778
3,8900,4334.30303030303,1270.6464646464647
3,9000,3822.6969696969695,1066.7474747474748
3,9100,3885.161616161616,1121.1010101010102
3,9200,4320.757575757576,1256.6666666666667
3,9300,3348.5656565656564,1034.3131313131314
3,9400,4301.272727272727,1139.5353535353536
3,9500,3201.919191919192,1035.050505050505
3,9600,4701.787878787879,1221.3939393939395
3,9700,3673.8282828282827,1087.1818181818182
3,9800,4074.5757575757575,1140.121212121212
3,9900,4831.838383838384,1283.6161616161617
3,10000,5019.717171717171,1411.040404040404
4,100,-2887.919191919192,66.4040404040404
4,200,-2896.3232323232323,65.51515151515152
4,300,-2644.161616161616,68.70707070707071
4,400,-2422.959595959596,62.101010101010104
4,500,-2674.717171717172,64.36363636363636
4,600,-2852.040404040404,68.0
4,700,-2856.131313131313,70.22222222222223
4,800,-2602.6363636363635,65.71717171717172
4,900,-3496.050505050505,66.20202020202021
4,1000,-3009.212121212121,69.51515151515152
4,1100,-3460.6666666666665,65.21212121212122
4,1200,-3162.282828282828,68.64646464646465
4,1300,-3370.7979797979797,65.1919191919192
4,1400,-3289.8282828282827,71.4949494949495
4,1500,-3513.151515151515,68.60606060606061
4,1600,-3332.040404040404,62.14141414141414
4,1700,-3220.343434343434,69.23232323232324
4,1800,-3331.979797979798,77.93939393939394
4,1900,-3323.777777777778,69.63636363636364
4,2000,-3115.6666666666665,65.41414141414141
4,2100,-3479.313131313131,67.79797979797979
4,2200,-3440.4848484848485,63.717171717171716
4,2300,-2863.868686868687,69.77777777777777
4,2400,-3374.3939393939395,68.78787878787878
4,2500,-2971.080808080808,69.11111111111111
4,2600,-3220.3333333333335,65.43434343434343
4,2700,-3263.7070707070707,67.0909090909091
4,2800,-3624.5454545454545,62.72727272727273
4,2900,-3067.878787878788,65.25252525252525
4,3000,-3265.3939393939395,69.13131313131314
4,3100,-3257.939393939394,64.20202020202021
4,3200,-2958.8282828282827,64.08080808080808
4,3300,-3119.979797979798,71.39393939393939
4,3400,-3159.7979797979797,68.78787878787878
4,3500,-2891.6464646464647,66.44444444444444
4,3600,-3423.909090909091,73.75757575757575
4,3700,-3235.848484848485,65.29292929292929
4,3800,-3124.777777777778,70.38383838383838
4,3900,-3149.4848484848485,74.18181818181819
4,4000,-3145.656565656566,77.77777777777777
4,4100,-3098.949494949495,66.92929292929293
4,4200,-3255.878787878788,71.83838383838383
4,4300,-3124.8282828282827,64.82828282828282
4,4400,-3059.848484848485,69.8989898989899
4,4500,-3335.656565656566,68.18181818181819
4,4600,-3308.1717171717173,64.58585858585859
4,4700,-3417.626262626263,74.34343434343434
4,4800,-3122.7070707070707,70.28282828282828
4,4900,-3251.868686868687,65.15151515151516
4,5000,-3153.4747474747473,70.94949494949495
4,5100,-3088.3939393939395,74.4040404040404
4,5200,-3185.979797979798,69.21212121212122
4,5300,-2945.2929292929293,68.52525252525253
4,5400,-3181.1414141414143,66.04040404040404
4,5500,-3238.89898989899,63.5959595959596
4,5600,-3085.6767676767677,75.97979797979798
4,5700,-3062.7373737373737,67.73737373737374
4,5800,-3185.626262626263,68.0
4,5900,-3115.7070707070707,61.91919191919192
4,6000,-3303.848484848485,65.21212121212122
4,6100,-3006.5151515151515,68.78787878787878
4,6200,-3221.2727272727275,78.84848484848484
4,6300,-3024.040404040404,69.5959595959596
4,6400,-2930.6464646464647,64.88888888888889
4,6500,-3058.4949494949497,74.3030303030303
4,6600,-2950.121212121212,66.38383838383838
4,6700,-3084.4242424242425,62.80808080808081
4,6800,-3079.1414141414143,66.36363636363636
4,6900,-2911.89898989899,66.54545454545455
4,7000,-3212.656565656566,62.60606060606061
4,7100,-3120.717171717172,62.58585858585859
4,7200,-2996.5656565656564,65.85858585858585
4,7300,-2995.868686868687,63.19191919191919
4,7400,-3086.7676767676767,79.0909090909091
4,7500,-3307.10101010101,68.06060606060606
4,7600,-3380.3636363636365,83.8989898989899
4,7700,-3297.070707070707,70.60606060606061
4,7800,-3255.5353535353534,69.07070707070707
4,7900,-3119.7676767676767,70.62626262626263
4,8000,-3022.757575757576,72.1010101010101
4,8100,-3230.343434343434,72.76767676767676
4,8200,-3256.282828282828,72.64646464646465
4,8300,-3104.89898989899,67.77777777777777
4,8400,-3094.10101010101,61.17171717171717
4,8500,-3032.5454545454545,64.86868686868686
4,8600,-3150.5252525252527,74.56565656565657
4,8700,-2867.979797979798,69.39393939393939
4,8800,-2855.868686868687,70.96969696969697
4,8900,-3164.3030303030305,74.0
4,9000,-3342.0,73.81818181818181
4,9100,-3180.626262626263,68.1010101010101
4,9200,-3044.686868686869,72.96969696969697
4,9300,-3086.252525252525,66.60606060606061
4,9400,-2860.818181818182,76.42424242424242
4,9500,-3171.777777777778,69.75757575757575
4,9600,-2818.3232323232323,71.65656565656566
4,9700,-2859.343434343434,71.81818181818181
4,9800,-2734.8585858585857,71.87878787878788
4,9900,-3374.010101010101,74.16161616161617
4,10000,-2994.626262626263,71.6969696969697
