DQN_idx,Episode,Score,Episode Steps
0,100,-3041.060606060606,59.898989898989896
0,200,-3027.4848484848485,63.5959595959596
0,300,-3174.4444444444443,63.63636363636363
0,400,-3454.4242424242425,58.26262626262626
0,500,-3446.282828282828,69.11111111111111
0,600,-2990.4343434343436,69.57575757575758
0,700,-2913.252525252525,71.73737373737374
0,800,-3143.787878787879,68.58585858585859
0,900,-3100.040404040404,74.78787878787878
0,1000,-3233.7070707070707,61.73737373737374
0,1100,-2785.989898989899,73.41414141414141
0,1200,-2850.2727272727275,59.61616161616162
0,1300,-2858.4747474747473,66.3030303030303
0,1400,-3168.59595959596,67.13131313131314
0,1500,-3415.131313131313,68.76767676767676
0,1600,-3359.010101010101,70.12121212121212
0,1700,-3183.626262626263,68.22222222222223
0,1800,-3442.181818181818,74.8080808080808
0,1900,-3279.181818181818,75.39393939393939
0,2000,-3321.10101010101,70.94949494949495
0,2100,-3066.5454545454545,70.08080808080808
0,2200,-3103.5858585858587,62.42424242424242
0,2300,-2742.656565656566,65.73737373737374
0,2400,-3129.7272727272725,65.13131313131314
0,2500,-2774.787878787879,64.18181818181819
0,2600,-2776.090909090909,68.56565656565657
0,2700,-3175.8585858585857,62.42424242424242
0,2800,-2921.151515151515,73.87878787878788
0,2900,-3331.747474747475,67.15151515151516
0,3000,-2848.191919191919,66.12121212121212
0,3100,-3160.212121212121,67.53535353535354
0,3200,-3082.0,67.85858585858585
0,3300,-3154.6666666666665,66.08080808080808
0,3400,-2866.4141414141413,63.43434343434343
0,3500,-3293.656565656566,76.68686868686869
0,3600,-3063.151515151515,57.696969696969695
0,3700,-2893.89898989899,68.84848484848484
0,3800,-3132.5151515151515,68.52525252525253
0,3900,-2819.222222222222,71.39393939393939
0,4000,-3081.6161616161617,69.4949494949495
0,4100,-3041.979797979798,65.31313131313131
0,4200,-3088.5252525252527,67.71717171717172
0,4300,-2629.2727272727275,69.67676767676768
0,4400,-3067.282828282828,69.95959595959596
0,4500,-3010.8585858585857,65.25252525252525
0,4600,-2953.5858585858587,69.6969696969697
0,4700,-2988.252525252525,64.36363636363636
0,4800,-2879.949494949495,72.82828282828282
0,4900,-2961.757575757576,69.93939393939394
0,5000,-2943.080808080808,57.77777777777778
0,5100,-3277.3636363636365,63.17171717171717
0,5200,-3107.030303030303,64.3030303030303
0,5300,-3084.181818181818,71.15151515151516
0,5400,-3349.3030303030305,75.91919191919192
0,5500,-3224.89898989899,71.41414141414141
0,5600,-3095.8888888888887,72.1010101010101
0,5700,-2941.686868686869,75.47474747474747
0,5800,-3130.89898989899,61.45454545454545
0,5900,-3418.191919191919,75.41414141414141
0,6000,-3044.979797979798,76.44444444444444
0,6100,-2778.3939393939395,65.11111111111111
0,6200,-3158.1414141414143,78.44444444444444
0,6300,-3061.7070707070707,73.87878787878788
0,6400,-3104.6161616161617,79.31313131313131
0,6500,-2725.040404040404,78.22222222222223
0,6600,-3084.282828282828,62.96969696969697
0,6700,-2932.8888888888887,75.01010101010101
0,6800,-2760.2020202020203,67.67676767676768
0,6900,-2999.5555555555557,74.1010101010101
0,7000,-2760.818181818182,68.24242424242425
0,7100,-2868.0,83.65656565656566
0,7200,-2977.6161616161617,68.22222222222223
0,7300,-2794.2929292929293,70.0
0,7400,-2821.3636363636365,67.47474747474747
0,7500,-3052.4545454545455,79.47474747474747
0,7600,-2860.747474747475,70.74747474747475
0,7700,-3392.4848484848485,74.3030303030303
0,7800,-3183.2626262626263,72.70707070707071
0,7900,-3446.6161616161617,71.81818181818181
0,8000,-2892.59595959596,70.52525252525253
0,8100,-3111.7272727272725,85.41414141414141
0,8200,-3237.949494949495,70.92929292929293
0,8300,-3236.959595959596,74.98989898989899
0,8400,-3608.2020202020203,76.38383838383838
0,8500,-3133.4747474747473,60.343434343434346
0,8600,-3059.5353535353534,82.06060606060606
0,8700,-3547.2020202020203,75.23232323232324
0,8800,-2995.3636363636365,67.43434343434343
0,8900,-3172.252525252525,70.98989898989899
0,9000,-3126.1717171717173,80.96969696969697
0,9100,-3309.717171717172,78.1010101010101
0,9200,-2919.818181818182,69.21212121212122
0,9300,-3324.7272727272725,71.39393939393939
0,9400,-3540.6666666666665,68.14141414141415
0,9500,-3499.777777777778,75.43434343434343
0,9600,-3154.0,74.0
0,9700,-3056.080808080808,62.84848484848485
0,9800,-3358.1111111111113,69.67676767676768
0,9900,-3370.4949494949497,60.94949494949495
0,10000,-3522.050505050505,66.04040404040404
1,100,-2738.131313131313,64.34343434343434
1,200,-3286.090909090909,63.717171717171716
1,300,-2851.080808080808,62.24242424242424
1,400,-2869.777777777778,63.111111111111114
1,500,-2959.040404040404,60.60606060606061
1,600,-2755.4949494949497,66.8080808080808
1,700,-2878.5353535353534,69.39393939393939
1,800,-3123.808080808081,71.33333333333333
1,900,-3041.4646464646466,73.93939393939394
1,1000,-3133.686868686869,69.8989898989899
1,1100,-3230.2323232323233,73.81818181818181
1,1200,-3222.030303030303,73.8989898989899
1,1300,-3287.373737373737,69.8989898989899
1,1400,-3135.40404040404,73.13131313131314
1,1500,-3356.747474747475,67.45454545454545
1,1600,-3224.5151515151515,69.41414141414141
1,1700,-3664.6666666666665,67.39393939393939
1,1800,-3180.3939393939395,63.17171717171717
1,1900,-3289.7070707070707,71.37373737373737
1,2000,-3170.656565656566,64.64646464646465
1,2100,-3206.5757575757575,70.16161616161617
1,2200,-2913.626262626263,58.323232323232325
1,2300,-2923.3636363636365,64.22222222222223
1,2400,-3380.949494949495,63.97979797979798
1,2500,-2989.777777777778,67.65656565656566
1,2600,-3182.050505050505,74.92929292929293
1,2700,-3058.1414141414143,67.83838383838383
1,2800,-3125.939393939394,66.24242424242425
1,2900,-3146.3838383838383,70.22222222222223
1,3000,-3076.949494949495,71.39393939393939
1,3100,-2907.1414141414143,67.6969696969697
1,3200,-3123.212121212121,71.5959595959596
1,3300,-3354.848484848485,84.64646464646465
1,3400,-3322.4545454545455,72.5050505050505
1,3500,-2878.3030303030305,73.45454545454545
1,3600,-3134.626262626263,78.56565656565657
1,3700,-2922.3333333333335,84.60606060606061
1,3800,-2819.878787878788,80.18181818181819
1,3900,-2640.969696969697,81.47474747474747
1,4000,-3021.222222222222,80.66666666666667
1,4100,-3156.4545454545455,74.88888888888889
1,4200,-2675.959595959596,90.0
1,4300,-2573.5757575757575,87.51515151515152
1,4400,-2750.979797979798,83.35353535353535
1,4500,-2663.2727272727275,81.45454545454545
1,4600,-2755.2323232323233,87.45454545454545
1,4700,-2684.6666666666665,98.20202020202021
1,4800,-2580.7676767676767,83.79797979797979
1,4900,-2535.060606060606,74.5050505050505
1,5000,-3033.1414141414143,82.18181818181819
1,5100,-2753.6060606060605,67.29292929292929
1,5200,-2525.3333333333335,80.98989898989899
1,5300,-2693.818181818182,73.31313131313131
1,5400,-2668.868686868687,82.9090909090909
1,5500,-2219.868686868687,82.14141414141415
1,5600,-2375.313131313131,77.73737373737374
1,5700,-2406.3535353535353,90.94949494949495
1,5800,-2330.7979797979797,104.78787878787878
1,5900,-2488.818181818182,106.14141414141415
1,6000,-2077.7979797979797,122.34343434343434
1,6100,-2440.919191919192,112.48484848484848
1,6200,-2110.2323232323233,109.37373737373737
1,6300,-2215.4949494949497,102.76767676767676
1,6400,-1994.0707070707072,90.08080808080808
1,6500,-2004.4545454545455,94.0
1,6600,-1989.1919191919192,92.32323232323232
1,6700,-1731.3333333333333,92.24242424242425
1,6800,-1512.3939393939395,86.18181818181819
1,6900,-1764.4848484848485,106.1010101010101
1,7000,-1742.020202020202,115.95959595959596
1,7100,-1664.5353535353536,98.12121212121212
1,7200,-1694.888888888889,97.01010101010101
1,7300,-1540.939393939394,99.17171717171718
1,7400,-1508.878787878788,93.57575757575758
1,7500,-1659.79797979798,92.52525252525253
1,7600,-1767.5454545454545,105.57575757575758
1,7700,-1620.5555555555557,116.56565656565657
1,7800,-1438.5959595959596,127.33333333333333
1,7900,-1580.79797979798,115.8989898989899
1,8000,-1805.060606060606,125.51515151515152
1,8100,-1742.6464646464647,108.0
1,8200,-1734.1616161616162,132.84848484848484
1,8300,-1633.3838383838383,130.40404040404042
1,8400,-1437.6464646464647,120.72727272727273
1,8500,-1466.7676767676767,115.55555555555556
1,8600,-1521.6161616161617,114.54545454545455
1,8700,-1257.050505050505,113.21212121212122
1,8800,-1367.2828282828282,109.85858585858585
1,8900,-1537.8989898989898,122.34343434343434
1,9000,-1439.8080808080808,128.94949494949495
1,9100,-1403.828282828283,110.34343434343434
1,9200,-1346.5353535353536,141.13131313131314
1,9300,-1293.4141414141413,149.57575757575756
1,9400,-1364.7878787878788,151.05050505050505
1,9500,-1370.0,153.03030303030303
1,9600,-1231.2727272727273,157.43434343434345
1,9700,-1176.2929292929293,178.36363636363637
1,9800,-1393.4949494949494,184.7070707070707
1,9900,-1069.939393939394,210.64646464646464
1,10000,-1157.1818181818182,209.45454545454547
2,100,-2635.969696969697,66.82828282828282
2,200,-3009.4747474747473,62.505050505050505
2,300,-2762.878787878788,63.73737373737374
2,400,-2514.1111111111113,61.43434343434343
2,500,-2869.10101010101,70.46464646464646
2,600,-2786.191919191919,65.63636363636364
2,700,-2884.060606060606,67.79797979797979
2,800,-3037.5757575757575,68.78787878787878
2,900,-3102.686868686869,73.79797979797979
2,1000,-2799.4949494949497,64.64646464646465
2,1100,-3062.373737373737,71.01010101010101
2,1200,-3137.2727272727275,75.15151515151516
2,1300,-2886.5151515151515,78.08080808080808
2,1400,-2914.5757575757575,71.79797979797979
2,1500,-2703.0,75.17171717171718
2,1600,-2691.10101010101,65.79797979797979
2,1700,-2861.3939393939395,65.73737373737374
2,1800,-2819.5555555555557,73.4949494949495
2,1900,-2767.717171717172,70.64646464646465
2,2000,-2620.4444444444443,63.57575757575758
2,2100,-3387.313131313131,81.15151515151516
2,2200,-3078.252525252525,68.4040404040404
2,2300,-2932.979797979798,71.91919191919192
2,2400,-3235.7979797979797,68.82828282828282
2,2500,-3229.808080808081,65.31313131313131
2,2600,-3407.818181818182,68.02020202020202
2,2700,-3277.5656565656564,65.8989898989899
2,2800,-3317.0,60.08080808080808
2,2900,-3208.282828282828,60.101010101010104
2,3000,-3374.191919191919,54.94949494949495
2,3100,-3629.3838383838383,63.57575757575758
2,3200,-3085.161616161616,65.91919191919192
2,3300,-3423.3636363636365,67.45454545454545
2,3400,-3082.080808080808,71.67676767676768
2,3500,-3214.030303030303,67.71717171717172
2,3600,-3221.010101010101,67.07070707070707
2,3700,-3128.626262626263,63.878787878787875
2,3800,-3265.5656565656564,68.44444444444444
2,3900,-3087.151515151515,64.82828282828282
2,4000,-3397.848484848485,70.92929292929293
2,4100,-3008.787878787879,64.44444444444444
2,4200,-3202.3939393939395,67.1919191919192
2,4300,-3032.313131313131,64.38383838383838
2,4400,-2977.40404040404,66.24242424242425
2,4500,-3037.6666666666665,62.464646464646464
2,4600,-3320.010101010101,70.16161616161617
2,4700,-3246.373737373737,74.20202020202021
2,4800,-3180.818181818182,79.95959595959596
2,4900,-2602.1414141414143,74.26262626262626
2,5000,-2622.070707070707,86.56565656565657
2,5100,-2404.222222222222,99.37373737373737
2,5200,-2585.3030303030305,107.57575757575758
2,5300,-2359.909090909091,112.88888888888889
2,5400,-1836.3232323232323,131.57575757575756
2,5500,-1654.7676767676767,150.22222222222223
2,5600,-1633.4444444444443,150.76767676767676
2,5700,-1407.2424242424242,167.1919191919192
2,5800,-1370.909090909091,148.4848484848485
2,5900,-1264.6868686868686,159.53535353535352
2,6000,-1224.949494949495,188.2828282828283
2,6100,-1313.1010101010102,189.010101010101
2,6200,-1088.1313131313132,213.73737373737373
2,6300,-1147.4646464646464,217.7171717171717
2,6400,-1005.3838383838383,237.95959595959596
2,6500,-1039.020202020202,243.8181818181818
2,6600,-889.6464646464647,258.0808080808081
2,6700,-752.9090909090909,278.6666666666667
2,6800,-774.6969696969697,265.65656565656565
2,6900,-775.1414141414141,322.06060606060606
2,7000,-649.3030303030303,338.44444444444446
2,7100,-615.8080808080808,371.4141414141414
2,7200,-417.64646464646466,424.969696969697
2,7300,-293.35353535353534,421.83838383838383
2,7400,-115.48484848484848,530.2828282828283
2,7500,-92.75757575757575,504.22222222222223
2,7600,281.47474747474746,619.5858585858585
2,7700,679.6363636363636,831.020202020202
2,7800,919.4141414141415,781.2929292929293
2,7900,1452.7676767676767,867.030303030303
2,8000,2447.8888888888887,953.020202020202
2,8100,3099.282828282828,1111.121212121212
2,8200,5058.010101010101,1710.979797979798
2,8300,4855.818181818182,1685.1919191919192
2,8400,4890.777777777777,1630.8383838383838
2,8500,4760.020202020202,1485.080808080808
2,8600,3109.939393939394,1042.2323232323233
2,8700,2570.4747474747473,912.9090909090909
2,8800,2768.6666666666665,969.010101010101
2,8900,2815.010101010101,1028.5252525252524
2,9000,2603.777777777778,1059.1010101010102
2,9100,3879.7272727272725,1225.828282828283
2,9200,3037.5353535353534,1099.080808080808
2,9300,3250.838383838384,1098.959595959596
2,9400,2993.313131313131,1067.949494949495
2,9500,3806.757575757576,1384.20202020202
2,9600,4842.636363636364,1390.4444444444443
2,9700,4675.0,1363.3838383838383
2,9800,4858.69696969697,1456.6565656565656
2,9900,4357.676767676768,1267.979797979798
2,10000,4198.686868686868,1260.3535353535353
3,100,-2876.59595959596,65.43434343434343
3,200,-3077.5252525252527,63.93939393939394
3,300,-2581.59595959596,64.32323232323232
3,400,-2519.282828282828,61.95959595959596
3,500,-2570.3939393939395,69.43434343434343
3,600,-2861.0,69.53535353535354
3,700,-2658.161616161616,72.70707070707071
3,800,-2781.5050505050503,69.83838383838383
3,900,-3161.4646464646466,65.65656565656566
3,1000,-2768.242424242424,76.12121212121212
3,1100,-2407.8888888888887,71.27272727272727
3,1200,-2384.818181818182,83.55555555555556
3,1300,-2258.151515151515,91.43434343434343
3,1400,-2071.959595959596,101.25252525252525
3,1500,-2076.1414141414143,111.8989898989899
3,1600,-1816.2424242424242,120.68686868686869
3,1700,-2016.878787878788,122.18181818181819
3,1800,-1769.4545454545455,126.32323232323232
3,1900,-2008.5050505050506,122.54545454545455
3,2000,-1621.1919191919192,139.87878787878788
3,2100,-1672.2626262626263,133.87878787878788
3,2200,-1524.6969696969697,140.1010101010101
3,2300,-1374.20202020202,172.88888888888889
3,2400,-1390.7272727272727,177.8989898989899
